orderid,menuid,type,size
184486,6,entree,
184486,2,entree,
184486,11,entree,
184486,12,side,
184487,35,bottle,
184488,10,entree,
184488,4,entree,
184488,0,entree,
184488,13,side,
184489,11,entree,
184489,13,side,
184490,6,entree,
184490,3,entree,
184490,12,side,
184491,9,entree,
184491,10,entree,
184491,6,entree,
184491,14,side,
184492,1,entree,
184492,11,entree,
184492,4,entree,
184492,14,side,
184492,14,side,
184493,11,entree,
184493,12,side,
184494,0,entree,
184494,8,entree,
184494,9,entree,
184494,13,side,
184494,13,side,
184495,25,drink,medium
184496,8,a la carte,small
184497,16,appetizer,
184498,17,appetizer,
184499,3,entree,
184499,0,entree,
184499,8,entree,
184499,14,side,
184499,12,side,
184500,23,drink,small
184501,7,entree,
184501,13,side,
184502,6,a la carte,medium
184503,8,entree,
184503,0,entree,
184503,10,entree,
184503,13,side,
184503,13,side,
184504,18,appetizer,
184505,4,entree,
184505,10,entree,
184505,14,side,
184506,5,entree,
184506,12,side,
184507,37,bottle,
184508,0,entree,
184508,7,entree,
184508,7,entree,
184508,14,side,
184509,7,entree,
184509,0,entree,
184509,5,entree,
184509,13,side,
184509,15,side,
184510,9,entree,
184510,14,side,
184511,9,a la carte,small
184512,35,bottle,
184513,8,entree,
184513,11,entree,
184513,8,entree,
184513,14,side,
184513,14,side,
184514,6,entree,
184514,100,entree,
184514,3,entree,
184514,15,side,
184515,1,entree,
184515,8,entree,
184515,4,entree,
184515,14,side,
184515,12,side,
184516,36,bottle,
184517,17,appetizer,
184518,9,entree,
184518,3,entree,
184518,15,side,
184519,9,entree,
184519,12,side,
184520,34,drink,large
184521,12,a la carte,medium
184522,35,bottle,
184523,36,bottle,
184524,1,a la carte,small
184525,2,entree,
184525,100,entree,
184525,6,entree,
184525,14,side,
184526,14,a la carte,large
184527,10,entree,
184527,8,entree,
184527,6,entree,
184527,14,side,
184528,1,entree,
184528,6,entree,
184528,5,entree,
184528,14,side,
184529,3,entree,
184529,8,entree,
184529,12,side,
184530,100,entree,
184530,1,entree,
184530,2,entree,
184530,14,side,
184530,13,side,
184531,7,entree,
184531,100,entree,
184531,15,side,
184532,22,drink,small
184533,11,a la carte,large
184534,0,entree,
184534,8,entree,
184534,15,side,
184535,36,bottle,
184536,8,entree,
184536,100,entree,
184536,1,entree,
184536,14,side,
184536,14,side,
184537,37,bottle,
184538,24,drink,medium
184539,2,entree,
184539,6,entree,
184539,1,entree,
184539,12,side,
184540,0,entree,
184540,10,entree,
184540,14,side,
184541,37,bottle,
184542,100,a la carte,small
184543,18,appetizer,
184544,20,drink,medium
184545,9,a la carte,small
184546,11,a la carte,large
184547,26,drink,large
184548,0,entree,
184548,0,entree,
184548,100,entree,
184548,13,side,
184548,14,side,
184549,10,a la carte,large
184550,35,bottle,
184551,100,entree,
184551,2,entree,
184551,2,entree,
184551,13,side,
184552,8,a la carte,small
184553,21,drink,large
184554,3,entree,
184554,11,entree,
184554,7,entree,
184554,12,side,
184555,3,entree,
184555,6,entree,
184555,4,entree,
184555,15,side,
184555,13,side,
184556,9,entree,
184556,3,entree,
184556,14,side,
184557,25,drink,medium
184558,9,a la carte,large
184559,31,drink,small
184560,17,appetizer,
184561,7,entree,
184561,4,entree,
184561,15,side,
184562,17,appetizer,
184563,9,entree,
184563,15,side,
184564,0,entree,
184564,14,side,
184565,20,drink,medium
184566,5,entree,
184566,3,entree,
184566,6,entree,
184566,15,side,
184566,15,side,
184567,27,drink,medium
184568,8,entree,
184568,5,entree,
184568,0,entree,
184568,12,side,
184568,13,side,
184569,10,entree,
184569,9,entree,
184569,9,entree,
184569,14,side,
184570,11,entree,
184570,100,entree,
184570,10,entree,
184570,13,side,
184571,16,appetizer,
184572,6,entree,
184572,6,entree,
184572,13,side,
184573,7,entree,
184573,5,entree,
184573,8,entree,
184573,12,side,
184573,14,side,
184574,37,bottle,
184575,6,entree,
184575,7,entree,
184575,13,side,
184576,34,drink,small
184577,36,bottle,
184578,36,bottle,
184579,2,entree,
184579,100,entree,
184579,13,side,
184580,20,drink,small
184581,18,appetizer,
184582,5,entree,
184582,4,entree,
184582,1,entree,
184582,15,side,
184583,0,entree,
184583,6,entree,
184583,1,entree,
184583,14,side,
184583,12,side,
184584,11,entree,
184584,6,entree,
184584,4,entree,
184584,14,side,
184584,12,side,
184585,10,entree,
184585,100,entree,
184585,5,entree,
184585,12,side,
184585,13,side,
184586,18,appetizer,
184587,10,entree,
184587,8,entree,
184587,12,side,
184588,100,entree,
184588,14,side,
184589,8,entree,
184589,10,entree,
184589,12,side,
184590,1,entree,
184590,14,side,
184591,37,bottle,
184592,9,a la carte,small
184593,24,drink,medium
184594,18,appetizer,
184595,1,entree,
184595,10,entree,
184595,15,side,
184596,13,a la carte,medium
184597,6,entree,
184597,9,entree,
184597,15,side,
184598,0,entree,
184598,100,entree,
184598,5,entree,
184598,12,side,
184598,13,side,
184599,30,drink,small
184600,10,entree,
184600,10,entree,
184600,6,entree,
184600,14,side,
184600,12,side,
184601,4,entree,
184601,13,side,
184602,9,entree,
184602,1,entree,
184602,15,side,
184603,16,appetizer,
184604,37,bottle,
184605,15,a la carte,medium
184606,31,drink,small
184607,6,entree,
184607,11,entree,
184607,3,entree,
184607,15,side,
184607,15,side,
184608,4,entree,
184608,11,entree,
184608,11,entree,
184608,15,side,
184609,35,bottle,
184610,10,entree,
184610,13,side,
184611,32,drink,small
184612,7,a la carte,large
184613,10,entree,
184613,13,side,
184614,18,appetizer,
184615,8,entree,
184615,14,side,
184616,11,entree,
184616,5,entree,
184616,6,entree,
184616,14,side,
184617,18,appetizer,
184618,2,entree,
184618,14,side,
184619,10,entree,
184619,11,entree,
184619,12,side,
184620,9,entree,
184620,2,entree,
184620,14,side,
184621,36,bottle,
184622,37,bottle,
184623,4,entree,
184623,10,entree,
184623,13,side,
184624,3,entree,
184624,1,entree,
184624,6,entree,
184624,13,side,
184624,12,side,
184625,4,entree,
184625,6,entree,
184625,14,side,
184626,23,drink,small
184627,8,entree,
184627,7,entree,
184627,4,entree,
184627,12,side,
184628,3,entree,
184628,14,side,
184629,30,drink,medium
184630,36,bottle,
184631,2,entree,
184631,11,entree,
184631,9,entree,
184631,12,side,
184632,8,a la carte,medium
184633,10,entree,
184633,13,side,
184634,18,appetizer,
184635,1,entree,
184635,2,entree,
184635,14,side,
184636,6,entree,
184636,14,side,
184637,7,entree,
184637,15,side,
184638,4,entree,
184638,9,entree,
184638,14,side,
184639,23,drink,large
184640,36,bottle,
184641,37,bottle,
184642,29,drink,medium
184643,10,entree,
184643,0,entree,
184643,13,side,
184644,5,entree,
184644,0,entree,
184644,9,entree,
184644,14,side,
184645,4,entree,
184645,3,entree,
184645,6,entree,
184645,13,side,
184645,14,side,
184646,17,appetizer,
184647,35,bottle,
184648,5,entree,
184648,10,entree,
184648,6,entree,
184648,15,side,
184649,4,entree,
184649,0,entree,
184649,15,side,
184650,5,entree,
184650,0,entree,
184650,4,entree,
184650,14,side,
184650,14,side,
184651,5,entree,
184651,1,entree,
184651,12,side,
184652,33,drink,medium
184653,1,entree,
184653,8,entree,
184653,0,entree,
184653,14,side,
184654,9,entree,
184654,0,entree,
184654,0,entree,
184654,15,side,
184655,6,a la carte,large
184656,16,appetizer,
184657,11,entree,
184657,4,entree,
184657,2,entree,
184657,15,side,
184657,14,side,
184658,16,appetizer,
184659,2,entree,
184659,100,entree,
184659,14,side,
184660,28,drink,medium
184661,3,entree,
184661,12,side,
184662,2,a la carte,large
184663,26,drink,medium
184664,3,a la carte,medium
184665,28,drink,small
184666,12,a la carte,large
184667,10,entree,
184667,8,entree,
184667,10,entree,
184667,12,side,
184667,12,side,
184668,17,appetizer,
184669,11,entree,
184669,6,entree,
184669,6,entree,
184669,15,side,
184669,12,side,
184670,9,a la carte,large
184671,37,bottle,
184672,4,a la carte,medium
184673,8,entree,
184673,0,entree,
184673,13,side,
184674,6,entree,
184674,14,side,
184675,33,drink,medium
184676,35,bottle,
184677,9,entree,
184677,7,entree,
184677,13,side,
184678,22,drink,large
184679,34,drink,small
184680,17,appetizer,
184681,3,entree,
184681,8,entree,
184681,1,entree,
184681,12,side,
184682,5,entree,
184682,8,entree,
184682,10,entree,
184682,14,side,
184682,15,side,
184683,6,entree,
184683,11,entree,
184683,9,entree,
184683,14,side,
184683,13,side,
184684,18,appetizer,
184685,31,drink,large
184686,2,entree,
184686,3,entree,
184686,10,entree,
184686,14,side,
184687,3,entree,
184687,11,entree,
184687,10,entree,
184687,14,side,
184687,13,side,
184688,37,bottle,
184689,37,bottle,
184690,0,entree,
184690,5,entree,
184690,13,side,
184691,30,drink,large
184692,5,entree,
184692,2,entree,
184692,1,entree,
184692,12,side,
184693,24,drink,medium
184694,36,bottle,
184695,11,entree,
184695,9,entree,
184695,2,entree,
184695,14,side,
184695,15,side,
184696,100,entree,
184696,3,entree,
184696,6,entree,
184696,14,side,
184697,32,drink,medium
184698,100,entree,
184698,4,entree,
184698,12,side,
184699,31,drink,medium
184700,37,bottle,
184701,9,entree,
184701,15,side,
184702,6,entree,
184702,11,entree,
184702,5,entree,
184702,15,side,
184703,36,bottle,
184704,2,a la carte,small
184705,2,a la carte,small
184706,8,entree,
184706,7,entree,
184706,12,side,
184707,0,entree,
184707,15,side,
184708,36,bottle,
184709,10,entree,
184709,1,entree,
184709,11,entree,
184709,12,side,
184709,13,side,
184710,4,entree,
184710,8,entree,
184710,12,side,
184711,10,entree,
184711,100,entree,
184711,10,entree,
184711,15,side,
184712,4,entree,
184712,100,entree,
184712,12,side,
184713,5,entree,
184713,5,entree,
184713,15,side,
184714,21,drink,small
184715,27,drink,medium
184716,18,appetizer,
184717,0,entree,
184717,14,side,
184718,18,appetizer,
184719,16,appetizer,
184720,1,entree,
184720,5,entree,
184720,12,side,
184721,33,drink,small
184722,0,entree,
184722,6,entree,
184722,10,entree,
184722,13,side,
184722,12,side,
184723,26,drink,large
184724,1,entree,
184724,3,entree,
184724,2,entree,
184724,15,side,
184725,3,entree,
184725,5,entree,
184725,13,side,
184726,5,entree,
184726,12,side,
184727,11,entree,
184727,6,entree,
184727,8,entree,
184727,13,side,
184728,18,appetizer,
184729,4,entree,
184729,2,entree,
184729,9,entree,
184729,15,side,
184729,14,side,
184730,100,a la carte,medium
184731,35,bottle,
184732,100,entree,
184732,7,entree,
184732,7,entree,
184732,15,side,
184733,5,a la carte,large
184734,4,entree,
184734,11,entree,
184734,9,entree,
184734,12,side,
184735,28,drink,large
184736,5,entree,
184736,15,side,
184737,2,entree,
184737,100,entree,
184737,4,entree,
184737,14,side,
184737,14,side,
184738,16,appetizer,
184739,11,entree,
184739,8,entree,
184739,0,entree,
184739,15,side,
184739,12,side,
184740,37,bottle,
184741,10,entree,
184741,6,entree,
184741,4,entree,
184741,13,side,
184742,10,entree,
184742,14,side,
184743,5,entree,
184743,14,side,
184744,13,a la carte,medium
184745,29,drink,medium
184746,36,bottle,
184747,10,entree,
184747,13,side,
184748,3,entree,
184748,5,entree,
184748,10,entree,
184748,13,side,
184749,12,a la carte,medium
184750,11,entree,
184750,8,entree,
184750,14,side,
184751,37,bottle,
184752,36,bottle,
184753,36,bottle,
184754,37,bottle,
184755,18,appetizer,
184756,37,bottle,
184757,27,drink,medium
184758,1,entree,
184758,5,entree,
184758,14,side,
184759,7,entree,
184759,100,entree,
184759,0,entree,
184759,15,side,
184760,22,drink,small
184761,11,entree,
184761,1,entree,
184761,10,entree,
184761,12,side,
184762,4,entree,
184762,8,entree,
184762,9,entree,
184762,14,side,
184762,14,side,
184763,7,entree,
184763,100,entree,
184763,5,entree,
184763,12,side,
184763,13,side,
184764,37,bottle,
184765,2,entree,
184765,11,entree,
184765,100,entree,
184765,14,side,
184766,5,a la carte,medium
184767,35,bottle,
184768,3,entree,
184768,100,entree,
184768,100,entree,
184768,13,side,
184769,17,appetizer,
184770,100,a la carte,small
184771,4,entree,
184771,1,entree,
184771,1,entree,
184771,12,side,
184772,28,drink,medium
184773,18,appetizer,
184774,5,entree,
184774,100,entree,
184774,1,entree,
184774,14,side,
184775,3,a la carte,large
184776,11,entree,
184776,100,entree,
184776,15,side,
184777,6,entree,
184777,15,side,
184778,37,bottle,
184779,10,entree,
184779,11,entree,
184779,13,side,
184780,6,entree,
184780,2,entree,
184780,9,entree,
184780,12,side,
184781,6,entree,
184781,10,entree,
184781,14,side,
184782,4,entree,
184782,12,side,
184783,5,entree,
184783,3,entree,
184783,3,entree,
184783,12,side,
184784,6,entree,
184784,13,side,
184785,100,a la carte,medium
184786,34,drink,large
184787,8,entree,
184787,15,side,
184788,36,bottle,
184789,10,entree,
184789,100,entree,
184789,12,side,
184790,11,entree,
184790,3,entree,
184790,2,entree,
184790,15,side,
184790,12,side,
184791,37,bottle,
184792,33,drink,medium
184793,5,a la carte,small
184794,7,a la carte,medium
184795,37,bottle,
184796,0,entree,
184796,7,entree,
184796,15,side,
184797,3,entree,
184797,11,entree,
184797,6,entree,
184797,15,side,
184798,100,entree,
184798,15,side,
184799,8,a la carte,large
184800,32,drink,medium
184801,11,entree,
184801,15,side,
184802,10,entree,
184802,5,entree,
184802,7,entree,
184802,12,side,
184802,12,side,
184803,6,entree,
184803,15,side,
184804,3,entree,
184804,8,entree,
184804,9,entree,
184804,15,side,
184805,8,entree,
184805,9,entree,
184805,12,side,
184806,10,entree,
184806,12,side,
184807,4,a la carte,medium
184808,10,entree,
184808,10,entree,
184808,15,side,
184809,11,entree,
184809,14,side,
184810,29,drink,medium
184811,37,bottle,
184812,12,a la carte,medium
184813,17,appetizer,
184814,9,a la carte,large
184815,9,entree,
184815,3,entree,
184815,12,side,
184816,0,entree,
184816,12,side,
184817,28,drink,small
184818,10,entree,
184818,2,entree,
184818,2,entree,
184818,13,side,
184819,0,entree,
184819,100,entree,
184819,6,entree,
184819,12,side,
184819,12,side,
184820,0,entree,
184820,2,entree,
184820,15,side,
184821,31,drink,small
184822,36,bottle,
184823,10,entree,
184823,100,entree,
184823,2,entree,
184823,12,side,
184823,14,side,
184824,10,entree,
184824,3,entree,
184824,7,entree,
184824,12,side,
184824,12,side,
184825,36,bottle,
184826,35,bottle,
184827,100,entree,
184827,2,entree,
184827,10,entree,
184827,12,side,
184828,37,bottle,
184829,6,a la carte,small
184830,27,drink,medium
184831,36,bottle,
184832,16,appetizer,
184833,6,entree,
184833,1,entree,
184833,7,entree,
184833,12,side,
184833,12,side,
184834,4,entree,
184834,14,side,
184835,3,entree,
184835,100,entree,
184835,1,entree,
184835,13,side,
184836,7,entree,
184836,0,entree,
184836,8,entree,
184836,15,side,
184836,15,side,
184837,1,entree,
184837,15,side,
184838,7,entree,
184838,4,entree,
184838,100,entree,
184838,12,side,
184839,8,entree,
184839,11,entree,
184839,3,entree,
184839,13,side,
184840,9,entree,
184840,7,entree,
184840,4,entree,
184840,13,side,
184841,3,entree,
184841,100,entree,
184841,9,entree,
184841,15,side,
184842,30,drink,large
184843,5,entree,
184843,2,entree,
184843,12,side,
184844,3,a la carte,large
184845,7,entree,
184845,1,entree,
184845,2,entree,
184845,13,side,
184846,8,entree,
184846,9,entree,
184846,100,entree,
184846,13,side,
184847,16,appetizer,
184848,6,entree,
184848,8,entree,
184848,100,entree,
184848,15,side,
184848,14,side,
184849,34,drink,small
184850,7,entree,
184850,7,entree,
184850,4,entree,
184850,14,side,
184850,13,side,
184851,2,entree,
184851,15,side,
184852,17,appetizer,
184853,16,appetizer,
184854,37,bottle,
184855,1,entree,
184855,1,entree,
184855,2,entree,
184855,13,side,
184856,23,drink,medium
184857,16,appetizer,
184858,2,entree,
184858,14,side,
184859,12,a la carte,large
184860,10,entree,
184860,2,entree,
184860,1,entree,
184860,15,side,
184860,13,side,
184861,26,drink,large
184862,6,entree,
184862,13,side,
184863,18,appetizer,
184864,6,entree,
184864,9,entree,
184864,3,entree,
184864,13,side,
184864,15,side,
184865,9,entree,
184865,11,entree,
184865,13,side,
184866,37,bottle,
184867,6,entree,
184867,12,side,
184868,6,entree,
184868,9,entree,
184868,2,entree,
184868,12,side,
184869,35,bottle,
184870,6,entree,
184870,3,entree,
184870,14,side,
184871,18,appetizer,
184872,16,appetizer,
184873,10,entree,
184873,11,entree,
184873,0,entree,
184873,13,side,
184873,12,side,
184874,36,bottle,
184875,10,entree,
184875,12,side,
184876,37,bottle,
184877,27,drink,large
184878,35,bottle,
184879,100,entree,
184879,100,entree,
184879,11,entree,
184879,15,side,
184879,15,side,
184880,2,a la carte,small
184881,10,entree,
184881,14,side,
184882,18,appetizer,
184883,4,entree,
184883,10,entree,
184883,8,entree,
184883,15,side,
184884,35,bottle,
184885,9,entree,
184885,8,entree,
184885,1,entree,
184885,13,side,
184886,16,appetizer,
184887,15,a la carte,large
184888,17,appetizer,
184889,9,entree,
184889,9,entree,
184889,15,side,
184890,36,bottle,
184891,9,entree,
184891,1,entree,
184891,0,entree,
184891,14,side,
184892,5,a la carte,small
184893,17,appetizer,
184894,1,entree,
184894,11,entree,
184894,6,entree,
184894,15,side,
184895,16,appetizer,
184896,31,drink,large
184897,2,entree,
184897,12,side,
184898,18,appetizer,
184899,2,entree,
184899,0,entree,
184899,10,entree,
184899,14,side,
184900,9,entree,
184900,11,entree,
184900,2,entree,
184900,14,side,
184901,100,entree,
184901,2,entree,
184901,8,entree,
184901,13,side,
184901,12,side,
184902,2,entree,
184902,7,entree,
184902,14,side,
184903,7,entree,
184903,4,entree,
184903,1,entree,
184903,12,side,
184904,9,entree,
184904,10,entree,
184904,13,side,
184905,18,appetizer,
184906,7,entree,
184906,11,entree,
184906,2,entree,
184906,14,side,
184906,15,side,
184907,5,entree,
184907,2,entree,
184907,11,entree,
184907,15,side,
184908,3,entree,
